"N03_007",,,"総数","300万円未満","300～500","500～700","700～1000","1000万円以上"
"30428",,"串本町","8,180","4,910","1,920","650","440","100"
"31201",,"鳥取市","72,790","25,570","17,800","9,530","6,660","2,770"
"31202",,"米子市","58,420","21,860","16,540","8,270","5,430","3,290"
"31203",,"倉吉市","18,490","7,990","4,960","2,650","1,380","900"
"31204",,"境港市","13,110","5,250","3,690","2,150","1,220","490"
"31329",,"八頭町","5,490","1,940","1,440","970","850","210"
"31370",,"湯梨浜町","5,260","1,790","1,740","790","500","250"
"31371",,"琴浦町","6,230","2,870","1,680","730","620","290"
"31372",,"北栄町","4,980","1,910","1,420","720","620","280"
"31386",,"大山町","5,490","2,100","1,670","940","360","360"
"32201",,"松江市","82,010","27,710","22,390","12,210","8,510","4,610"
"32202",,"浜田市","24,060","10,840","6,280","3,680","1,980","850"
"32203",,"出雲市","57,000","19,830","15,520","9,570","6,480","3,400"
"32204",,"益田市","19,210","9,380","5,270","2,500","1,170","590"
"32205",,"大田市","13,540","6,620","3,600","1,810","1,140","360"
"32206",,"安来市","12,460","3,910","3,670","2,190","1,640","890"
"32207",,"江津市","9,820","4,790","2,700","1,200","750","290"
"32209",,"雲南市","12,650","4,500","3,520","2,170","1,630","790"
"32528",,"隠岐の島町","6,050","2,990","1,520","830","570","140"
"33100",,"岡山市","294,690","102,760","77,140","44,090","28,280","16,280"
"33101",,"北区","136,130","52,190","33,200","18,510","12,360","8,130"
"33102",,"中区","59,770","19,200","15,300","8,100","6,260","3,290"
"33103",,"東区","36,440","11,470","11,550","5,920","3,650","1,730"
"33104",,"南区","62,340","19,900","17,090","11,550","6,010","3,120"
"33202",,"倉敷市","180,650","61,040","55,680","28,730","16,180","8,580"
"33203",,"津山市","41,390","15,640","11,200","5,270","3,170","1,520"
"33204",,"玉野市","24,130","9,600","6,940","3,690","2,240","1,020"
"33205",,"笠岡市","17,560","7,400","4,740","2,890","1,510","880"
"33207",,"井原市","14,470","5,970","3,930","2,150","1,350","900"
"33208",,"総社市","23,620","7,680","7,360","4,040","2,340","1,390"
"33209",,"高梁市","12,980","6,460","3,060","1,540","1,050","640"
"33210",,"新見市","11,760","5,340","3,060","1,750","950","630"
"33211",,"備前市","13,010","5,470","3,610","1,590","1,210","740"
"33212",,"瀬戸内市","13,790","5,020","4,480","2,000","1,410","660"
"33213",,"赤磐市","16,010","6,030","4,780","2,600","1,430","810"
"33214",,"真庭市","15,870","6,460","4,420","2,490","1,470","860"
"33215",,"美作市","10,670","4,970","3,120","1,210","900","470"
"33216",,"浅口市","12,300","4,630","3,610","2,110","1,360","520"
"33346",,"和気町","5,380","2,070","1,610","760","590","300"
"33461",,"矢掛町","4,750","2,040","1,290","700","530","160"
"33666",,"美咲町","5,240","2,240","1,520","830","430","220"
"34100",,"広島市","507,520","171,720","147,070","81,500","53,490","28,290"
"34101",,"中区","68,830","28,210","17,340","8,560","5,520","4,720"
"34102",,"東区","53,410","18,220","13,880","8,120","5,010","3,170"
"34103",,"南区","66,390","22,740","19,210","10,910","7,310","3,830"
"34104",,"西区","85,820","30,150","24,270","13,050","8,990","5,700"
"34105",,"安佐南区","94,120","25,780","27,890","18,180","11,720","4,540"
"34106",,"安佐北区","56,500","21,140","18,960","8,210","5,170","2,210"
"34107",,"安芸区","28,320","9,070","9,230","5,040","3,020","1,260"
"34108",,"佐伯区","54,140","16,410","16,280","9,440","6,750","2,860"
"34202",,"呉市","100,080","38,670","28,000","13,450","8,420","3,670"
"34203",,"竹原市","10,650","4,740","2,790","1,360","840","400"
"34204",,"三原市","38,960","15,240","11,090","5,110","3,630","1,750"
"34205",,"尾道市","56,900","24,870","15,410","7,070","4,980","2,250"
"34207",,"福山市","178,610","63,420","52,470","26,500","15,230","8,250"
"34208",,"府中市","14,940","5,880","4,660","2,230","1,280","740"
"34209",,"三次市","20,270","7,780","6,480","3,180","1,630","730"
"34210",,"庄原市","15,370","7,070","4,060","1,980","1,340","770"
"34211",,"大竹市","11,570","4,440","3,590","1,580","1,100","510"
"34212",,"東広島市","80,950","31,450","21,670","12,450","7,870","3,360"
"34213",,"廿日市市","44,490","14,090","13,430","7,290","5,340","2,510"
"34214",,"安芸高田市","11,040","4,480","3,280","1,760","880","380"
"34215",,"江田島市","10,670","5,570","2,790","1,230","700","250"
"34302",,"府中町","21,330","6,150","5,730","3,800","2,580","1,370"
"34304",,"海田町","11,370","3,460","3,730","2,360","1,080","360"
"34307",,"熊野町","8,960","3,420","2,610","1,390","780","340"
"34369",,"北広島町","7,180","3,220","2,090","870","650","190"
"34462",,"世羅町","6,070","2,620","1,910","820","510","220"
"35201",,"下関市","117,090","50,040","32,260","15,050","10,560","4,230"
"35202",,"宇部市","71,130","28,000","17,960","8,710","5,730","3,300"
"35203",,"山口市","82,280","31,530","20,970","12,750","8,140","3,760"
"35204",,"萩市","21,380","10,840","5,370","2,580","1,310","860"
"35206",,"防府市","46,520","17,310","13,850","7,220","4,660","2,030"
"35207",,"下松市","23,200","7,820","6,720","3,810","2,420","1,210"
"35208",,"岩国市","56,960","23,220","16,200","8,820","5,050","1,930"
"35210",,"光市","20,750","7,570","6,570","3,020","2,020","980"
"35211",,"長門市","13,880","6,810","3,600","1,660","1,110","470"
"35212",,"柳井市","14,610","6,880","3,580","2,050","1,230","480"
"35213",,"美祢市","10,210","4,320","2,860","1,560","950","380"
"35215",,"周南市","61,540","24,010","17,670","8,680","5,990","2,800"
"35216",,"山陽小野田市","25,870","10,520","7,640","3,590","2,360","840"
"35305",,"周防大島町","8,270","5,020","1,810","560","520","180"
"35343",,"田布施町","6,560","2,650","2,030","990","650","190"
"36201",,"徳島市","112,640","51,050","28,130","12,610","8,810","5,540"
"36202",,"鳴門市","22,580","9,500","5,540","3,400","2,330","1,220"
"36203",,"小松島市","15,150","7,100","4,160","1,870","1,100","480"
"36204",,"阿南市","26,460","10,400","7,240","4,020","2,550","1,370"
"36205",,"吉野川市","15,470","7,740","4,020","1,870","840","570"
"36206",,"阿波市","12,910","6,270","3,030","1,610","1,080","700"
"36207",,"美馬市","11,730","6,370","2,960","990","740","300"
"36208",,"三好市","11,850","6,580","2,930","1,140","740","370"
"36341",,"石井町","8,840","3,250","2,390","1,300","960","530"
"36401",,"松茂町","5,650","2,170","1,690","710","470","450"
"36402",,"北島町","8,880","2,840","1,910","1,330","970","580"
"36403",,"藍住町","12,240","4,500","3,360","2,240","1,090","660"
"36489",,"東みよし町","5,360","2,420","1,340","770","570","130"
"37201",,"高松市","177,950","69,900","47,520","25,560","16,900","7,830"
"37202",,"丸亀市","41,180","15,120","13,780","5,940","3,310","1,930"
"37203",,"坂出市","20,660","7,870","5,700","3,070","1,700","910"
"37204",,"善通寺市","12,650","5,260","3,560","2,080","1,250","380"
"37205",,"観音寺市","22,600","8,890","6,830","3,290","1,770","1,170"
"37206",,"さぬき市","19,260","8,480","5,260","2,830","1,470","890"
"37207",,"東かがわ市","12,490","6,060","3,130","1,640","930","530"
"37208",,"三豊市","22,740","8,840","6,350","3,910","2,280","1,150"
"37322",,"土庄町","6,340","3,130","1,820","720","370","250"
"37324",,"小豆島町","6,350","3,190","1,630","710","570","250"
"37341",,"三木町","10,520","4,440","2,850","1,450","1,040","520"
"37386",,"宇多津町","7,430","2,640","1,460","920","840","450"
"37387",,"綾川町","8,200","2,810","2,600","1,190","930","550"
"37404",,"多度津町","8,480","3,360","2,180","1,410","810","700"
"37406",,"まんのう町","6,560","2,850","1,750","810","670","370"
"38201",,"松山市","226,350","101,710","62,250","26,950","16,940","8,680"
"38202",,"今治市","66,570","34,140","18,490","7,530","3,850","1,850"
"38203",,"宇和島市","31,940","17,420","7,680","3,660","1,850","930"
"38204",,"八幡浜市","15,580","7,930","3,830","1,780","1,050","550"
"38205",,"新居浜市","49,350","19,930","13,760","7,010","4,200","2,030"
"38206",,"西条市","43,780","18,210","11,750","5,920","3,800","1,750"
"38207",,"大洲市","17,660","9,100","4,600","1,940","1,210","480"
"38210",,"伊予市","13,890","5,950","3,690","1,720","990","400"
"38213",,"四国中央市","33,910","13,160","9,370","4,970","3,410","1,620"
"38214",,"西予市","16,320","9,070","4,090","1,700","980","380"
"38215",,"東温市","13,280","5,460","3,740","1,930","1,110","580"
"38401",,"松前町","11,520","4,910","3,290","1,630","1,010","330"
"38402",,"砥部町","7,980","3,230","2,650","1,120","530","270"
"38422",,"内子町","6,670","4,100","1,280","790","360","110"
"38506",,"愛南町","9,150","5,160","2,110","1,060","560","250"
"39201",,"高知市","154,680","63,640","30,900","16,490","10,580","5,190"
"39202",,"室戸市","6,640","4,660","1,210","420","240","70"
"39203",,"安芸市","8,220","4,780","1,900","790","510","170"
"39204",,"南国市","18,820","8,160","4,720","2,480","1,250","720"
"39205",,"土佐市","10,190","5,040","2,670","1,150","800","330"
"39206",,"須崎市","9,360","5,140","2,150","1,110","510","270"
"39208",,"宿毛市","9,430","5,660","2,230","870","440","190"
"39209",,"土佐清水市","6,870","4,470","1,450","520","250","190"
"39210",,"四万十市","15,000","7,850","3,720","1,710","790","370"
"39211",,"香南市","12,490","5,940","3,300","1,560","900","420"
"39212",,"香美市","12,080","6,520","2,500","1,100","530","390"
"39386",,"いの町","9,450","4,450","2,250","1,420","900","400"
"39412",,"四万十町","7,670","5,150","1,330","610","320","210"
"40100",,"北九州市","424,640","192,570","111,780","55,740","31,770","16,860"
"40101",,"門司区","44,000","21,460","11,700","5,470","2,600","1,520"
"40103",,"若松区","33,360","13,570","9,230","4,510","3,410","1,740"
"40105",,"戸畑区","27,790","13,510","6,530","3,650","1,840","910"
"40106",,"小倉北区","88,750","43,560","21,210","9,340","6,250","3,440"
"40107",,"小倉南区","89,220","37,490","25,240","13,890","7,010","3,280"
"40108",,"八幡東区","31,780","15,390","8,450","3,470","2,120","1,280"
"40109",,"八幡西区","109,730","47,600","29,410","15,410","8,550","4,680"
"40130",,"福岡市","745,940","329,970","189,610","91,940","62,200","35,070"
"40131",,"東区","142,130","62,200","37,890","18,030","12,210","5,110"
"40132",,"博多区","135,730","69,680","33,230","13,600","6,730","2,030"
"40133",,"中央区","111,100","48,210","28,410","12,800","8,840","8,000"
"40134",,"南区","115,480","48,460","30,470","14,400","10,170","5,180"
"40135",,"西区","86,280","34,630","22,680","13,390","8,700","4,070"
"40136",,"城南区","63,320","31,320","13,920","6,660","5,070","3,670"
"40137",,"早良区","91,890","35,480","23,010","13,060","10,490","7,030"
"40202",,"大牟田市","49,120","25,220","11,940","4,820","3,060","1,690"
"40203",,"久留米市","120,080","49,350","31,430","15,020","9,700","5,850"
"40204",,"直方市","21,870","10,560","6,020","2,740","1,430","600"
"40205",,"飯塚市","54,250","27,500","13,170","6,100","3,490","1,660"
"40206",,"田川市","21,210","12,540","4,630","1,650","1,010","550"
"40207",,"柳川市","22,530","9,790","6,690","3,480","1,590","780"
"40210",,"八女市","22,240","10,560","5,960","2,510","1,810","1,010"
"40211",,"筑後市","17,240","7,200","5,140","2,530","1,530","680"
"40212",,"大川市","11,720","5,600","3,240","1,480","740","490"
"40213",,"行橋市","28,710","11,960","8,770","4,250","2,530","890"
"40214",,"豊前市","9,950","4,360","2,640","1,470","860","430"
"40215",,"中間市","18,060","8,770","4,700","1,990","1,240","460"
"40216",,"小郡市","21,010","7,160","6,370","3,280","2,470","1,060"
"40217",,"筑紫野市","40,920","13,240","12,790","6,450","4,510","1,990"
"40218",,"春日市","42,420","14,540","13,090","6,720","4,780","1,960"
"40219",,"大野城市","38,180","12,690","11,440","6,510","4,440","1,880"
"40220",,"宗像市","38,420","14,190","10,420","6,250","4,280","1,770"
"40221",,"太宰府市","28,450","10,410","8,950","4,240","2,400","1,260"
"40223",,"古賀市","22,260","7,520","7,010","3,810","2,330","1,140"
"40224",,"福津市","22,110","7,820","7,210","3,610","2,180","830"
"40225",,"うきは市","9,540","4,020","2,770","1,450","800","450"
"40226",,"宮若市","10,670","4,800","2,790","1,640","1,010","300"
"40227",,"嘉麻市","16,010","9,520","3,730","1,380","850","350"
"40228",,"朝倉市","19,390","7,900","5,340","2,860","1,730","730"
"40229",,"みやま市","12,800","5,770","3,550","1,740","1,100","500"
"40230",,"糸島市","34,400","13,780","9,860","5,260","3,560","1,320"
"40305",,"那珂川町","17,970","5,920","6,160","3,040","1,550","580"
"40341",,"宇美町","13,510","4,210","4,980","2,200","1,270","650"
"40342",,"篠栗町","11,600","4,150","4,150","1,980","790","420"
"40343",,"志免町","17,070","6,170","5,070","3,100","1,370","820"
"40344",,"須恵町","9,120","3,480","3,250","1,120","710","380"
"40345",,"新宮町","10,130","3,090","2,660","2,150","1,160","890"
"40349",,"粕屋町","17,070","5,360","5,930","3,220","1,390","400"
"40381",,"芦屋町","5,920","2,520","1,650","800","510","210"
"40382",,"水巻町","12,440","5,060","2,970","1,350","810","300"
"40383",,"岡垣町","11,930","4,600","3,670","2,110","970","410"
"40384",,"遠賀町","7,120","2,670","2,200","1,280","700","210"
"40402",,"鞍手町","6,470","3,020","1,640","850","590","180"
"40447",,"筑前町","9,570","3,540","2,850","1,570","1,020","500"
"40503",,"大刀洗町","4,790","1,850","1,630","720","400","130"
"40544",,"広川町","6,780","3,120","1,730","840","660","410"
"40605",,"川崎町","7,480","5,290","1,330","540","150","170"
"40610",,"福智町","9,100","5,650","2,070","810","440","90"
"40621",,"苅田町","16,060","6,800","4,460","2,210","1,450","690"
"40625",,"みやこ町","6,900","3,220","1,830","1,020","460","250"
"40647",,"築上町","8,290","4,800","2,000","950","380","90"
"41201",,"佐賀市","88,450","33,850","22,360","11,550","8,090","4,680"
"41202",,"唐津市","43,920","19,260","12,190","5,980","3,420","2,120"
"41203",,"鳥栖市","26,430","9,250","7,260","5,070","2,440","1,130"
"41204",,"多久市","6,960","3,330","1,830","820","570","310"
"41205",,"伊万里市","18,820","8,060","5,650","2,640","1,640","690"
"41206",,"武雄市","16,710","6,220","4,940","2,460","1,390","930"
"41207",,"鹿島市","9,600","3,850","2,770","1,430","950","550"
"41208",,"小城市","14,600","5,180","4,410","2,380","1,610","700"
"41209",,"嬉野市","9,030","3,960","2,440","1,270","780","410"
"41210",,"神埼市","11,230","4,710","3,120","1,910","1,030","390"
"41327",,"吉野ヶ里町","5,920","2,410","1,830","550","630","230"
"41341",,"基山町","6,400","2,490","1,770","980","660","320"
"41346",,"みやき町","8,620","3,330","2,560","1,390","950","390"
"41401",,"有田町","6,820","2,920","2,000","790","750","240"
"41425",,"白石町","7,510","2,890","2,030","990","930","640"
"42201",,"長崎市","196,380","79,530","42,600","21,990","13,100","6,640"
"42202",,"佐世保市","101,330","44,970","25,630","12,050","6,110","2,670"
"42203",,"島原市","16,870","9,200","4,410","1,830","830","530"
"42204",,"諫早市","51,190","22,720","14,750","7,580","4,110","1,890"
"42205",,"大村市","34,450","13,430","9,670","5,070","2,380","1,030"
"42207",,"平戸市","12,120","6,670","2,840","1,360","880","250"
"42208",,"松浦市","8,500","4,360","2,040","1,100","720","250"
"42209",,"対馬市","13,380","7,510","3,170","1,440","830","390"
"42210",,"壱岐市","9,510","4,750","2,560","980","770","350"
"42211",,"五島市","17,600","11,350","3,500","1,450","660","240"
"42212",,"西海市","10,740","5,480","3,160","1,230","630","150"
"42213",,"雲仙市","15,150","7,900","4,090","1,630","860","400"
"42214",,"南島原市","16,010","8,870","4,020","1,690","910","450"
"42307",,"長与町","14,620","4,300","4,620","2,450","1,980","1,040"
"42308",,"時津町","10,900","3,780","3,610","2,060","960","430"
"42323",,"波佐見町","4,830","1,750","1,490","790","330","160"
"42411",,"新上五島町","9,170","5,320","2,350","1,010","360","120"
"43100",,"熊本市","307,610","128,980","78,750","39,770","23,600","13,120"
"43101",,"中央区","90,350","41,620","19,130","8,950","7,180","4,560"
"43102",,"東区","77,490","29,350","21,300","11,700","6,380","3,520"
"43103",,"西区","39,040","18,520","9,210","4,020","2,520","1,420"
"43104",,"南区","45,340","16,990","13,190","7,370","3,160","1,660"
"43105",,"北区","55,400","22,500","15,910","7,720","4,350","1,960"
"43202",,"八代市","48,160","22,060","12,640","5,720","3,580","1,890"
"43203",,"人吉市","13,390","7,380","3,160","1,360","690","390"
"43204",,"荒尾市","21,160","10,640","5,900","2,260","1,260","480"
"43205",,"水俣市","10,870","6,140","2,690","1,180","610","230"
"43206",,"玉名市","24,050","11,270","6,240","2,890","2,300","1,000"
"43208",,"山鹿市","19,310","9,670","5,490","1,960","1,350","690"
"43210",,"菊池市","16,450","7,200","4,370","2,310","1,500","760"
"43211",,"宇土市","13,040","5,650","3,800","1,740","1,170","490"
"43212",,"上天草市","10,570","5,960","2,530","1,200","470","300"
"43213",,"宇城市","20,660","9,370","5,760","2,510","1,720","1,040"
"43214",,"阿蘇市","9,980","5,040","2,630","1,030","800","360"
"43215",,"天草市","33,030","19,310","7,510","3,510","1,800","760"
"43216",,"合志市","19,390","6,740","6,000","3,170","2,410","940"
"43368",,"長洲町","5,770","2,440","1,550","940","550","260"
"43403",,"大津町","11,770","4,450","2,940","2,150","1,130","520"
"43404",,"菊陽町","15,600","4,910","4,180","2,890","2,110","610"
"43441",,"御船町","5,880","2,690","1,650","820","590","130"
"43443",,"益城町","10,720","3,530","3,620","1,960","1,070","490"
"43447",,"山都町","5,600","3,020","1,560","520","310","160"
"43482",,"芦北町","6,540","3,220","1,790","870","480","180"
"43514",,"あさぎり町","5,290","2,600","1,340","730","370","240"
"44201",,"大分市","198,070","72,240","48,510","27,640","17,340","7,100"
"44202",,"別府市","59,630","32,530","12,740","4,940","2,480","1,480"
"44203",,"中津市","33,350","15,540","9,090","4,160","2,360","940"
"44204",,"日田市","25,040","11,970","7,120","2,940","1,530","950"
"44205",,"佐伯市","28,900","14,820","7,590","3,140","1,550","810"
"44206",,"臼杵市","14,580","6,850","4,200","1,780","1,090","530"
"44207",,"津久見市","7,850","4,060","2,060","940","520","180"
"44208",,"竹田市","9,120","4,680","2,340","1,020","600","340"
"44209",,"豊後高田市","9,240","4,980","2,430","1,010","550","200"
"44210",,"杵築市","11,580","5,750","3,130","1,280","710","370"
"44211",,"宇佐市","21,490","10,870","5,260","2,870","1,450","810"
"44212",,"豊後大野市","14,560","7,920","3,660","1,640","880","430"
"44213",,"由布市","13,080","5,810","3,650","1,560","710","440"
"44214",,"国東市","12,200","7,080","2,710","1,390","630","290"
"44341",,"日出町","10,320","4,860","2,930","1,350","770","310"
"44462",,"玖珠町","5,810","3,030","1,510","670","460","150"
"45201",,"宮崎市","173,200","79,770","44,260","20,560","13,160","5,430"
"45202",,"都城市","70,190","39,560","17,710","6,720","3,690","1,370"
"45203",,"延岡市","51,700","26,570","13,170","5,610","2,770","1,400"
"45204",,"日南市","22,010","11,990","5,240","2,430","1,250","640"
"45205",,"小林市","19,640","10,840","4,800","2,010","1,000","580"
"45206",,"日向市","24,750","12,150","6,650","3,100","1,480","670"
"45207",,"串間市","7,960","4,870","1,820","620","340","230"
"45208",,"西都市","11,940","6,380","3,090","1,310","650","390"
"45209",,"えびの市","8,760","5,610","1,910","740","340","90"
"45341",,"三股町","9,990","5,090","2,510","1,220","730","240"
"45382",,"国富町","7,610","3,960","1,770","850","540","290"
"45401",,"高鍋町","8,500","4,430","2,190","1,230","360","210"
"45402",,"新富町","6,420","2,870","2,010","840","570","140"
"45405",,"川南町","5,870","3,100","1,490","730","290","240"
"45421",,"門川町","7,160","3,880","1,670","880","430","200"
"46201",,"鹿児島市","267,790","124,250","74,180","34,760","17,510","7,510"
"46203",,"鹿屋市","42,650","24,280","10,750","4,270","1,990","920"
"46204",,"枕崎市","9,840","5,840","2,370","980","450","150"
"46206",,"阿久根市","9,740","6,070","2,270","770","400","220"
"46208",,"出水市","22,850","13,370","5,730","2,200","980","470"
"46210",,"指宿市","17,790","10,740","4,350","1,610","730","290"
"46213",,"西之表市","7,390","4,630","1,560","760","330","110"
"46214",,"垂水市","7,050","4,340","1,750","520","310","120"
"46215",,"薩摩川内市","39,420","20,800","10,340","4,470","2,530","830"
"46216",,"日置市","20,290","10,900","5,210","2,570","1,000","380"
"46217",,"曽於市","16,380","10,010","4,050","1,310","680","290"
"46218",,"霧島市","53,460","29,020","13,250","6,210","2,760","1,060"
"46219",,"いちき串木野市","12,400","6,780","3,330","1,360","650","190"
"46220",,"南さつま市","15,010","9,380","3,510","1,270","620","240"
"46221",,"志布志市","13,750","8,600","2,970","1,240","580","290"
"46222",,"奄美市","19,780","12,840","3,750","1,700","1,010","450"
"46223",,"南九州市","15,110","8,890","3,670","1,480","750","300"
"46224",,"伊佐市","10,890","6,240","2,750","1,200","470","230"
"46225",,"姶良市","29,700","14,890","8,740","3,680","1,760","530"
"46392",,"さつま町","9,640","5,230","2,540","900","790","100"
"46492",,"肝付町","6,830","4,600","1,370","460","250","150"
"47201",,"那覇市","132,280","70,760","25,940","12,660","6,550","4,220"
"47205",,"宜野湾市","37,970","20,460","8,730","3,030","1,520","740"
"47207",,"石垣市","19,960","11,780","4,140","1,470","940","260"
"47208",,"浦添市","43,760","22,110","10,350","3,320","2,500","1,080"
"47209",,"名護市","26,070","17,320","5,010","1,810","660","250"
"47210",,"糸満市","19,880","11,700","4,440","1,720","660","210"
"47211",,"沖縄市","50,040","26,260","9,930","3,780","2,310","1,110"
"47212",,"豊見城市","21,100","9,610","6,200","2,330","1,220","640"
"47213",,"うるま市","41,350","25,230","8,930","2,850","1,440","520"
"47214",,"宮古島市","21,710","13,870","4,030","1,290","800","380"
"47215",,"南城市","13,100","7,760","3,380","1,140","510","160"
"47324",,"読谷村","12,180","6,830","2,660","1,260","590","160"
"47326",,"北谷町","10,250","4,330","2,270","960","510","290"
"47327",,"北中城村","6,010","3,090","1,240","730","390","150"
"47328",,"中城村","6,740","3,780","1,740","720","290","140"
"47329",,"西原町","11,940","6,870","2,570","850","660","310"
"47348",,"与那原町","6,520","3,840","1,360","560","290","180"
"47350",,"南風原町","11,600","5,790","2,910","1,310","790","300"
"47362",,"八重瀬町","8,940","5,460","2,070","780","410","90"
